HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:22,Voice: Call End OK,
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:21,Voice: Bot Response,"If you have another query, please ask me now or feel free to end the call using the end call button on your device or hanging up the receiver."
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:21,Voice: Call Escalation,
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:21,Voice: Instrumentation,Sentiment Analysis: 756 ms
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:21,Voice: Sentiment Score,-0.6
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:21,Voice: User Feedback,No.
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:21,Voice: Bot Response,"So we can improve the service, please tell us why the answer was not helpful"
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:21,Voice: Question Outcome Negative,
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:21,Voice: Sentiment Score,-0.1
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:21,Voice: Instrumentation,Sentiment Analysis: 723 ms
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:21,Voice: User Response,Note.
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:21,Voice: Bot Response,Was the answer helpful?
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:21,Voice: Instrumentation,Sentiment Analysis: 724 ms
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:21,Voice: Sentiment Score,-0.6
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:21,Voice: User Response,No.
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:21,Voice: Bot Response,Would you like this answer sent to you as a text message?
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:21,Voice: Sentiment Score,-0.6
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:21,Voice: Instrumentation,Sentiment Analysis: 974 ms
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:21,Voice: User Response,No.
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:20,Voice: Bot Response,Do you want me to repeat that?
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:20,Voice: Instrumentation,FlexIDialogBase.ProcessMappedSearchIntent: 1059 ms
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:20,Voice: Bot Spoken Answer,"Before I can see if an advisor is available, I found some more information that may help as follows. If you have an immediate need for housing and have nowhere to stay tonight, it is important that you contact us right away. You can stay on the line to speak to an Advisor.  An appointment is not necessary, however, it is best to reach out to us as early as possible. "
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:20,Voice: Answer Found,
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:20,Voice: Intent Confidence,High
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:20,Voice: Final Intent,LocalGov.Housing.Homeless.Emergency.Info
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:20,Voice: User Response,3
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:20,Voice: Bot Response,"1, General Information on Homelessness. 2, You are about to become homeless. 3, Emergency Information on Homelessness. If none of these options apply, please press zero."
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:20,Voice: Sentiment Score,0
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:20,Voice: Instrumentation,Sentiment Analysis: 844 ms
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:20,Voice: User Question,********.
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:20,Voice: Bot Response,"Before I transfer you, tell me more about your enquiry today"
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:20,Voice: Call Escalation,
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:20,Voice: No Answer Found,
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:20,Voice: Sentiment Score,0.2
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:20,Voice: Instrumentation,Sentiment Analysis: 757 ms
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:20,Voice: User Question,I'm listening.
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:19,Voice: Bot Response,"If you have another query, please ask me now or feel free to end the call using the end call button on your device or hanging up the receiver."
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:19,Voice: Call Escalation,
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:19,Voice: No Answer Found,
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:19,Voice: Sentiment Score,0.2
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:19,Voice: Instrumentation,Sentiment Analysis: 735 ms
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:19,Voice: User Question,4
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:19,Voice: No User Input Timeout,Count: 1
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:18,Voice: Bot Response,"Before I transfer you, tell me more about your enquiry today"
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:18,Voice: Call Escalation,
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:18,Voice: No Answer Found,
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:18,Voice: Sentiment Score,0.2
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:18,Voice: Instrumentation,Sentiment Analysis: 743 ms
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:18,Voice: User Question,4
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:18,Voice: No User Input Timeout,Count: 3
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:18,Voice: No User Input Timeout,Count: 2
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:18,Voice: No User Input Timeout,Count: 1
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:17,Voice: Bot Response,"If you have another query, please ask me now or feel free to end the call using the end call button on your device or hanging up the receiver."
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:17,Voice: Call Escalation,
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:17,Voice: Sentiment Score,0.2
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:17,Voice: Instrumentation,Sentiment Analysis: 732 ms
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:17,Voice: User Feedback,4
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:16,Voice: No User Input Timeout,Count: 3
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:16,Voice: No User Input Timeout,Count: 2
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:16,Voice: No User Input Timeout,Count: 1
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:15,Voice: Question Outcome Negative,
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:15,Voice: Bot Response,"So we can improve the service, please tell us why the answer was not helpful"
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:15,Voice: Sentiment Score,-0.6
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:15,Voice: Instrumentation,Sentiment Analysis: 724 ms
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:15,Voice: User Response,No.
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:15,Voice: Bot Response,Was the answer helpful?
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:15,Voice: Instrumentation,Sentiment Analysis: 1716 ms
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:15,Voice: Sentiment Score,-0.6
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:15,Voice: User Response,No.
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:15,Voice: No User Input Timeout,Count: 1
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:15,Voice: Bot Response,Would you like this answer sent to you as a text message?
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:15,Voice: Sentiment Score,-0.6
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:15,Voice: Instrumentation,Sentiment Analysis: 201 ms
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:15,Voice: User Response,No.
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:15,Voice: No User Input Timeout,Count: 1
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:14,Voice: Bot Response,Do you want me to repeat that?
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:14,Voice: Intent Confidence,High
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:14,Voice: Instrumentation,FlexIDialogBase.ProcessMappedSearchIntent: 1080 ms
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:14,Voice: Bot Spoken Answer,"Before I can see if an advisor is available, I found some more information that may help as follows. If you have an immediate need for housing and have nowhere to stay tonight, it is important that you contact us right away. You can stay on the line to speak to an Advisor.  An appointment is not necessary, however, it is best to reach out to us as early as possible. "
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:14,Voice: Answer Found,
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:14,Voice: Final Intent,LocalGov.Housing.Homeless.Emergency.Info
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:14,Voice: User Response,3
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:14,Voice: Bot Response,"1, General Information on Homelessness. 2, You are about to become homeless. 3, Emergency Information on Homelessness. If none of these options apply, please press zero."
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:14,Voice: Sentiment Score,0
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:14,Voice: Instrumentation,Sentiment Analysis: 782 ms
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:14,Voice: User Question,********.
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:14,Voice: No User Input Timeout,Count: 1
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:13,Voice: Bot Response,"Before I transfer you, tell me more about your enquiry today"
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:13,Voice: Call Escalation,
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:13,Voice: No Answer Found,
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:13,Voice: Sentiment Score,0
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:13,Voice: Instrumentation,Sentiment Analysis: 367 ms
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:13,Voice: User Question,English.
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:13,Voice: No User Input Timeout,Count: 1
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:12,Voice: Bot Response,"If you have another query, please ask me now or feel free to end the call using the end call button on your device or hanging up the receiver."
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:12,Voice: No Answer Found,
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:12,Voice: Call Escalation,
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:12,Voice: Instrumentation,Sentiment Analysis: 738 ms
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:12,Voice: Sentiment Score,0.2
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:12,Voice: User Question,4
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:12,Voice: No User Input Timeout,Count: 1
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:12,Voice: Call Escalation,
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:12,Voice: No Answer Found,
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:12,Voice: Bot Response,"Before I transfer you, tell me more about your enquiry today"
HRqZ9DEQ8vZ9mf2GdvXUi7-eu,07/06/2023 02:12,Voice: Sentiment Score,0.2
